species,latitude,longitude,presence,wc2,wc2.1,wc2.2,wc2.3,wc2.4,wc2.5,wc2.6,wc2.7,wc2.8,wc2.9,wc2.10,wc2.11,wc2.12,wc2.13,wc2.14,wc2.15,wc2.16,wc2.17,wc2.18,wc2.19
Ciconia episcopus,7.852039,81.11822,1,27.662500381469727,29.06666755676269,25.733333587646484,1781.0,390.0,11.0,73.10089874267578,900.0,163.0,163.0,722.0,8.125,71.27192687988281,140.29393005371094,33.29999923706055,21.899999618530277,11.399999618530272,26.566665649414062,29.06666755676269,65.0
Ciconia episcopus,23.180147,80.032233,1,24.91666603088379,31.83333396911621,18.16666603088379,1282.0,425.0,6.0,147.36880493164062,1058.0,29.0,130.0,41.0,13.133333206176758,40.53498077392578,536.9921875,41.5,9.100000381469728,32.400001525878906,26.25,29.700000762939453,460.0
Ciconia episcopus,26.749889,87.833546,1,24.54166603088379,28.399999618530277,18.200000762939453,2620.0,756.0,5.0,116.81399536132812,1755.0,26.0,1755.0,30.0,9.466666221618652,44.4444465637207,432.43408203125,32.29999923706055,11.0,21.299999237060547,28.399999618530277,19.06666755676269,227.0
Ciconia episcopus,14.243187,102.524351,1,25.65416717529297,27.61666679382324,22.78333282470703,1079.0,213.0,2.0,77.50818634033203,520.0,22.0,265.0,37.0,9.875,57.74854278564453,196.5319366455078,33.599998474121094,16.5,17.099998474121094,25.933334350585938,23.26666641235352,366.0
Ciconia episcopus,25.861832,76.526769,1,26.10416603088379,33.349998474121094,17.53333282470703,760.0,291.0,1.0,161.76715087890625,662.0,9.0,62.0,16.0,13.824999809265137,40.78171157836914,637.9136962890625,42.29999923706055,8.399999618530273,33.900001525878906,29.11666679382324,25.08333396911621,219.0
Ciconia episcopus,18.282223,74.725961,1,25.987499237060547,29.933332443237305,22.450000762939453,511.0,135.0,1.0,99.05350494384766,277.0,5.0,129.0,31.0,13.19166660308838,52.97858428955078,301.2256774902344,38.59999847412109,13.699999809265137,24.89999771118164,25.600000381469727,24.700000762939453,528.0
Ciconia episcopus,7.943581,80.692736,1,26.762500762939453,28.01666641235352,24.899999618530277,1600.0,309.0,12.0,72.48616027832031,828.0,96.0,264.0,551.0,8.524999618530273,69.30894470214844,134.42005920410156,32.599998474121094,20.299999237060547,12.299999237060549,25.649999618530277,27.833332061767575,202.0
Ciconia episcopus,22.906082,72.154568,1,27.379165649414062,32.76666641235352,21.066665649414062,669.0,236.0,1.0,149.27120971679688,551.0,4.0,92.0,5.0,14.158332824707031,45.81985092163086,457.5550537109375,41.79999923706055,10.899999618530272,30.899999618530277,28.933332443237305,27.01666641235352,18.0
Ciconia episcopus,25.017299,75.71631,1,25.85416603088379,32.71666717529297,18.38333320617676,871.0,320.0,2.0,156.60409545898438,757.0,9.0,80.0,11.0,12.52500057220459,39.88853454589844,563.6304931640625,41.29999923706055,9.899999618530272,31.399999618530277,27.75,25.433334350585938,475.0
Ciconia episcopus,25.014377,75.637892,1,26.420833587646484,33.29999923706055,18.88333320617676,827.0,297.0,2.0,156.1024932861328,722.0,8.0,73.0,11.0,12.30833339691162,39.57663345336914,566.2534790039062,41.70000076293945,10.600000381469728,31.100000381469727,28.350000381469727,25.899999618530277,341.0
Ciconia episcopus,13.059157,77.571563,1,23.858333587646484,26.916667938232425,21.16666603088379,806.0,165.0,1.0,87.13678741455078,446.0,7.0,127.0,68.0,10.466667175292969,55.37918472290039,220.7408447265625,33.900001525878906,15.0,18.900001525878903,23.450000762939453,23.5,906.0
Ciconia episcopus,26.65089,77.964506,1,25.84583282470703,33.41666793823242,16.516666412353516,822.0,320.0,3.0,150.61500549316406,688.0,21.0,279.0,29.0,13.741666793823242,39.37440490722656,685.8950805664062,42.29999923706055,7.400000095367432,34.89999771118164,29.600000381469727,24.450000762939453,146.0
Ciconia episcopus,7.338899,80.782137,1,22.20833396911621,23.200000762939453,21.01666641235352,2282.0,414.0,49.0,63.16152572631836,1076.0,190.0,397.0,908.0,8.199999809265137,67.2131118774414,87.38195037841797,28.200000762939453,16.0,12.200000762939451,21.08333396911621,22.666667938232425,932.0
Ciconia episcopus,25.026991,75.92074,1,26.858333587646484,33.86666488647461,19.149999618530277,775.0,270.0,2.0,156.453369140625,670.0,9.0,71.0,12.0,13.166666984558104,40.512821197509766,580.05419921875,42.79999923706055,10.300000190734863,32.5,28.86666679382324,26.36666679382324,321.0
Ciconia episcopus,25.029367,75.918689,1,26.858333587646484,33.86666488647461,19.149999618530277,775.0,270.0,2.0,156.453369140625,670.0,9.0,71.0,12.0,13.166666984558104,40.512821197509766,580.05419921875,42.79999923706055,10.300000190734863,32.5,28.86666679382324,26.36666679382324,321.0
Ciconia episcopus,25.053945,75.906233,1,26.795833587646484,33.81666564941406,19.03333282470703,774.0,272.0,2.0,156.6605987548828,668.0,9.0,72.0,12.0,13.05833339691162,40.303497314453125,582.4847412109375,42.70000076293945,10.300000190734863,32.400001525878906,28.850000381469727,26.25,326.0
Ciconia episcopus,23.156193,72.109084,1,27.53333282470703,32.93333435058594,21.183334350585938,651.0,239.0,1.0,150.71238708496094,545.0,4.0,82.0,6.0,14.56666660308838,46.83816146850586,461.3829650878906,42.09999847412109,11.0,31.099998474121094,29.149999618530277,27.149999618530277,30.0
Ciconia episcopus,32.706582,74.416314,1,22.941665649414062,31.083332061767575,12.81666660308838,1063.0,314.0,9.0,116.96739196777344,729.0,52.0,384.0,135.0,13.866665840148926,39.061031341552734,753.3737182617188,39.900001525878906,4.400000095367432,35.5,29.13333320617676,18.316665649414062,271.0
Ciconia episcopus,13.46649,103.9474,1,27.308334350585938,29.233333587646484,25.0,1367.0,278.0,1.0,82.62692260742188,670.0,20.0,229.0,89.0,9.166666984558104,56.93582534790039,167.7908935546875,34.79999923706055,18.700000762939453,16.099998474121094,27.66666603088379,25.26666641235352,30.0
Ciconia episcopus,25.164007,75.937828,1,26.34583282470703,33.66666793823242,18.01666641235352,728.0,260.0,2.0,157.47779846191406,625.0,9.0,69.0,12.0,12.72499942779541,38.56060409545898,618.2212524414062,42.70000076293945,9.699999809265137,33.0,28.816665649414062,25.26666641235352,251.0
Ciconia episcopus,21.859485,77.126245,1,25.75,32.03333282470703,20.51666641235352,1440.0,431.0,4.0,142.71766662597656,1188.0,18.0,156.0,33.0,12.5,42.955326080322266,448.3555908203125,41.20000076293945,12.100000381469728,29.100000381469727,25.58333396911621,27.100000381469727,484.0
Ciconia episcopus,21.961102,77.164235,1,25.45833396911621,31.600000381469727,20.350000381469727,1440.0,434.0,5.0,142.76724243164062,1189.0,19.0,152.0,35.0,12.350000381469728,43.18181991577149,437.96966552734375,40.59999847412109,12.0,28.599998474121094,25.30000114440918,26.71666717529297,531.0
Ciconia episcopus,21.995729,77.082333,1,26.23750114440918,32.54999923706055,20.983333587646484,1404.0,421.0,4.0,144.04649353027344,1170.0,16.0,145.0,30.0,13.041666984558104,43.91133499145508,450.8634643554688,41.900001525878906,12.199999809265137,29.700000762939453,26.08333396911621,27.483333587646484,415.0
Ciconia episcopus,21.861658,77.115252,1,25.691665649414062,31.950000762939453,20.46666717529297,1445.0,433.0,4.0,142.6973114013672,1191.0,18.0,158.0,33.0,12.333333015441896,42.82407379150391,447.197509765625,41.0,12.199999809265137,28.799999237060547,25.51666641235352,27.066665649414062,495.0
Ciconia episcopus,22.89038,72.120225,1,27.39583396911621,32.733333587646484,21.16666603088379,655.0,232.0,1.0,149.212890625,540.0,4.0,90.0,5.0,14.05833339691162,45.79261779785156,452.3949279785156,41.70000076293945,11.0,30.700000762939453,28.916667938232425,27.100000381469727,15.0
Ciconia episcopus,22.902779,72.127387,1,27.37916755676269,32.75,21.100000381469727,660.0,233.0,1.0,149.1666717529297,544.0,4.0,91.0,5.0,14.108333587646484,45.65803909301758,455.6786193847656,41.79999923706055,10.899999618530272,30.899999618530277,28.916667938232425,27.03333282470703,17.0
Ciconia episcopus,6.528421,80.833599,1,26.92916679382324,27.600000381469727,25.950000762939453,1852.0,316.0,59.0,56.91533660888672,792.0,182.0,467.0,610.0,7.02500057220459,74.7340316772461,70.72541046142578,31.200000762939453,21.799999237060547,9.400001525878906,26.333332061767575,27.46666717529297,106.0
Ciconia episcopus,6.386809,81.513356,1,27.37916755676269,28.38333320617676,26.100000381469727,1008.0,205.0,10.0,77.32391357421875,530.0,39.0,85.0,418.0,6.5416669845581055,73.50187683105469,94.18206787109376,31.600000381469727,22.700000762939453,8.899999618530273,26.21666717529297,28.25,13.0
Ciconia episcopus,26.712112,93.295796,1,24.04166603088379,28.183334350585938,18.049999237060547,2324.0,435.0,11.0,85.8521957397461,1218.0,59.0,1218.0,59.0,9.799999237060549,45.37036895751953,418.6766662597656,31.799999237060547,10.199999809265137,21.599998474121094,28.183334350585938,18.049999237060547,74.0
Ciconia episcopus,21.124076,75.467632,1,27.370832443237305,33.06666564941406,22.350000381469727,773.0,226.0,1.0,129.85446166992188,564.0,7.0,142.0,25.0,13.908332824707031,47.79495620727539,417.5929870605469,42.0,12.899999618530272,29.100000381469727,27.51666641235352,28.433334350585938,181.0
Ciconia episcopus,21.15717,75.593908,1,27.387500762939453,33.150001525878906,22.31666755676269,766.0,223.0,1.0,128.8999786376953,553.0,7.0,146.0,25.0,13.774999618530272,47.17465591430664,421.9873046875,42.09999847412109,12.899999618530272,29.19999885559082,27.53333282470703,28.483333587646484,187.0
Ciconia episcopus,21.086577,75.474582,1,27.545833587646484,33.25,22.51666641235352,776.0,226.0,1.0,129.55368041992188,565.0,7.0,143.0,25.0,14.191665649414062,48.270973205566406,417.6963806152344,42.29999923706055,12.899999618530272,29.399999618530277,27.649999618530277,28.683334350585938,186.0
Ciconia episcopus,7.35214,80.899889,1,23.875,25.01666641235352,22.350000381469727,2074.0,384.0,40.0,63.35684585571289,977.0,201.0,313.0,791.0,8.166666984558105,67.49311065673828,108.59642028808594,29.600000381469727,17.5,12.100000381469728,22.483333587646484,24.63333320617676,594.0
Ciconia episcopus,8.935377,76.732203,1,27.487499237060547,28.950000762939453,26.76666641235352,2556.0,491.0,18.0,72.28656005859375,1211.0,105.0,484.0,284.0,7.624999523162842,68.69368743896484,93.10612487792967,33.20000076293945,22.100000381469727,11.100000381469728,26.899999618530277,27.066665649414062,33.0
Ciconia episcopus,9.477405,76.748913,1,27.38333320617676,28.96666717529297,26.566665649414062,2927.0,599.0,19.0,78.09736633300781,1518.0,110.0,499.0,267.0,7.749999523162842,67.39130401611328,100.95752716064452,33.29999923706055,21.799999237060547,11.5,26.78333282470703,26.833332061767575,35.0
Ciconia episcopus,9.500588,76.674316,1,27.16666603088379,28.733333587646484,26.399999618530277,3105.0,653.0,19.0,81.41182708740234,1659.0,109.0,507.0,269.0,7.71666669845581,67.6900634765625,100.09844207763672,33.0,21.600000381469727,11.399999618530272,26.51666641235352,26.683334350585938,80.0
Ciconia episcopus,9.525415,76.639581,1,27.308332443237305,28.88333320617676,26.566665649414062,3091.0,647.0,18.0,82.04791259765625,1654.0,103.0,506.0,263.0,7.699999332427978,67.5438461303711,100.54019165039062,33.20000076293945,21.799999237060547,11.400001525878906,26.61666679382324,26.849998474121094,49.0
Ciconia episcopus,11.881103,75.351999,1,27.26666641235352,29.28333282470703,25.91666603088379,3441.0,1017.0,4.0,123.12873077392578,2489.0,22.0,319.0,1859.0,7.599999904632568,62.29508590698242,133.94932556152344,33.79999923706055,21.600000381469727,12.19999885559082,25.950000762939453,27.75,14.0
Ciconia episcopus,8.967546,76.759673,1,27.262500762939453,28.71666717529297,26.53333282470703,2629.0,488.0,20.0,71.52237701416016,1254.0,113.0,491.0,293.0,7.741666316986084,69.12201690673828,92.22317504882812,33.0,21.799999237060547,11.200000762939451,26.700000762939453,26.833332061767575,81.0
Ciconia episcopus,8.887322,76.766939,1,27.42916679382324,28.86666679382324,26.75,2464.0,469.0,19.0,70.69115447998047,1144.0,108.0,469.0,290.0,7.658333301544189,68.99398803710938,91.26531982421876,33.20000076293945,22.100000381469727,11.100000381469728,26.850000381469727,27.71666717529297,53.0
Ciconia episcopus,8.817105,76.770825,1,27.42916679382324,28.86666679382324,26.75,2362.0,460.0,19.0,70.45571899414062,1077.0,102.0,451.0,292.0,7.675000190734863,69.1441421508789,91.26531982421876,33.20000076293945,22.100000381469727,11.100000381469728,26.850000381469727,27.71666717529297,57.0
Ciconia episcopus,8.967437,76.66367,1,27.52916717529297,29.01666641235352,26.799999237060547,2641.0,520.0,18.0,74.32957458496094,1276.0,101.0,496.0,280.0,7.0916666984558105,66.90251159667969,94.03719329833984,33.0,22.399999618530277,10.600000381469728,26.950000762939453,27.066665649414062,15.0
Ciconia episcopus,8.964589,76.75491,1,27.337499618530277,28.799999237060547,26.61666679382324,2610.0,488.0,20.0,71.59363555908203,1242.0,112.0,488.0,291.0,7.741666793823242,69.12203216552734,93.25245666503906,33.099998474121094,21.899999618530277,11.19999885559082,26.75,26.933332443237305,66.0
Ciconia episcopus,8.978921,76.784078,1,27.40833282470703,28.86666679382324,26.649999618530277,2574.0,468.0,20.0,70.32977294921875,1211.0,113.0,488.0,290.0,7.783333301544189,68.8790512084961,92.78112030029295,33.20000076293945,21.899999618530277,11.30000114440918,26.86666679382324,26.933332443237305,53.0
Ciconia episcopus,8.8946,76.663834,1,27.59166717529297,29.03333282470703,26.91666603088379,2506.0,510.0,18.0,74.21124267578125,1189.0,98.0,475.0,282.0,7.416666507720947,68.04280090332031,91.44876098632812,33.20000076293945,22.299999237060547,10.900001525878906,27.0,27.850000381469727,23.0
