species,latitude,longitude,presence,wc2,wc2.1,wc2.2,wc2.3,wc2.4,wc2.5,wc2.6,wc2.7,wc2.8,wc2.9,wc2.10,wc2.11,wc2.12,wc2.13,wc2.14,wc2.15,wc2.16,wc2.17,wc2.18,wc2.19
Manis crassicaudata,6.878399,80.259517,1,26.39583396911621,27.26666641235352,25.733333587646484,4374.0,574.0,117.0,40.349796295166016,1493.0,494.0,1256.0,778.0,6.958333015441895,68.21894836425781,59.827735900878906,31.5,21.299999237060547,10.200000762939451,27.11666679382324,25.86666679382324,165.0
Manis crassicaudata,32.875623,71.544793,1,23.962499618530277,33.03333282470703,13.133333206176758,404.0,105.0,3.0,85.4771728515625,222.0,23.0,200.0,56.0,13.94166660308838,37.27718353271485,820.8646850585938,41.900001525878906,4.5,37.400001525878906,31.566665649414062,19.149999618530277,209.0
Manis crassicaudata,19.204208,82.106027,1,24.84166717529297,29.583332061767575,20.03333282470703,1473.0,399.0,5.0,122.0467758178711,1043.0,21.0,287.0,33.0,11.633333206176758,45.09043884277344,370.5575256347656,37.29999923706055,11.5,25.799999237060547,25.200000762939453,20.46666717529297,589.0
Manis crassicaudata,13.157474,77.590455,1,23.733333587646484,26.833332061767575,20.94999885559082,780.0,163.0,1.0,87.25914001464844,432.0,7.0,122.0,65.0,10.833333015441896,55.27210998535156,226.14691162109372,34.099998474121094,14.5,19.599998474121094,23.316665649414062,23.33333396911621,927.0
Manis crassicaudata,33.660718,73.081575,1,21.47916603088379,29.850000381469727,11.416666984558104,1002.0,265.0,14.0,94.46250915527344,584.0,69.0,550.0,158.0,13.44166660308838,38.18655014038086,766.8336791992188,38.900001525878906,3.700000047683716,35.20000076293945,28.38333320617676,16.700000762939453,514.0
Manis crassicaudata,29.1529,79.384233,1,24.14583396911621,30.566665649414062,15.699999809265137,1691.0,518.0,4.0,130.85446166992188,1264.0,60.0,724.0,87.0,12.30833339691162,39.96212005615234,616.5905151367188,38.900001525878906,8.100000381469727,30.80000114440918,28.333332061767575,27.46666717529297,276.0
Manis crassicaudata,29.067878,79.465489,1,24.22916603088379,30.51666641235352,15.850000381469728,1577.0,482.0,4.0,131.18203735351562,1184.0,52.0,670.0,80.0,12.175000190734863,40.314571380615234,608.6514892578125,38.5,8.300000190734863,30.200000762939453,28.450000762939453,27.36666679382324,258.0
Manis crassicaudata,30.020156,77.986289,1,23.487499237060547,30.63333320617676,14.550000190734863,1309.0,391.0,9.0,126.19842529296876,961.0,67.0,514.0,108.0,13.19166660308838,40.21849822998047,662.0152587890625,39.09999847412109,6.300000190734863,32.79999923706055,28.13333320617676,26.61666679382324,324.0
Manis crassicaudata,6.850337,80.532471,1,20.066665649414062,20.933332443237305,19.200000762939453,3250.0,464.0,93.0,42.92410659790039,1216.0,360.0,1092.0,371.0,7.633333206176758,66.37681579589844,68.63385009765625,25.799999237060547,14.300000190734863,11.499999046325684,20.61666679382324,19.549999237060547,1222.0
Manis crassicaudata,30.0428,78.02425,1,23.024999618530277,29.96666717529297,14.333333015441896,1456.0,435.0,10.0,127.64105987548828,1077.0,73.0,578.0,111.0,12.583333969116213,39.57023239135742,643.1828002929688,38.20000076293945,6.400000095367432,31.80000114440918,27.46666717529297,26.166667938232425,428.0
